# Description of the experiment:
#
# - We generate the costs to up to 2.000 tasks for 20 to 80 resources
#   with steps of 10.
# - All costs follow linear functions (i.e., constant marginal costs)
#   with RNG seeds [0..79].
# - We schedule 2.000 tasks.
# - We run (MC)^2MKP, MarIn, MarCo, MarDec, MarDecUn, and FedAvg.
# - All resources have a lower limit of 1.
# - The first half of the resources have no upper limit.
# - The second half has an upper limit of 2*(tasks/resources).
# - Each sample is composed of 5 executions of the schedulers.
# - We get 20 samples for each pair (scheduler, tasks)
# - The order of execution of the different schedulers is
#   randomly defined. We set an initial RNG seed = 1000 and increase
#   it every time we need a new order.
Scheduler,Tasks,Resources,Time
MarDecUn,2000,60,0.00033155900018755347
MarCo,2000,60,0.0003497930001685745
MarDec,2000,60,6.857071997000276
MarIn,2000,60,0.02182741399974475
(MC)2MKP,2000,60,224.20199079299982
MarDec,2000,60,6.90263726000012
MarCo,2000,60,0.00035831200057145907
FedAvg,2000,60,2.7725000109057873e-05
MarDecUn,2000,60,0.00032925699997576885
MarDecUn,2000,60,0.0003356539991727914
MarDec,2000,60,6.889068552000026
MarIn,2000,60,0.02233341000010114
FedAvg,2000,60,2.45809997068136e-05
MarCo,2000,60,0.00034873799995693844
(MC)2MKP,2000,60,223.20876122900063
(MC)2MKP,2000,60,222.62276750100045
MarIn,2000,60,0.02178955700037477
MarDecUn,2000,60,0.00032322100014425814
FedAvg,2000,60,2.971199864987284e-05
MarCo,2000,60,0.00035115900027449243
MarDec,2000,60,6.867394263999813
MarIn,2000,60,0.02197352900111582
(MC)2MKP,2000,60,223.58944242600046
FedAvg,2000,60,3.8889000279596075e-05
MarDec,2000,60,6.8688003749994095
MarDecUn,2000,60,0.00032164099866349716
MarCo,2000,60,0.0003523280010995222
MarIn,2000,60,0.02180293000128586
MarDecUn,2000,60,0.0003319300012663007
(MC)2MKP,2000,60,224.8921169109999
MarDec,2000,60,6.887717634999717
FedAvg,2000,60,2.801099981297739e-05
MarCo,2000,60,0.0003547160013113171
FedAvg,2000,60,2.363599924137816e-05
MarDec,2000,60,6.863059152999995
MarIn,2000,60,0.022021748000042862
MarCo,2000,60,0.00034917300035886
MarDecUn,2000,60,0.0003245799998694565
(MC)2MKP,2000,60,222.5965631830004
MarDec,2000,60,6.8769500279995555
MarDecUn,2000,60,0.0003277750001871027
MarCo,2000,60,0.00035408299845585134
FedAvg,2000,60,3.0164001145749353e-05
MarIn,2000,60,0.02202948600097443
(MC)2MKP,2000,60,223.19327255400094
FedAvg,2000,60,3.42030016327044e-05
MarDecUn,2000,60,0.00037934500142000616
MarCo,2000,60,0.00035765499887929764
MarDec,2000,60,6.865024837001329
(MC)2MKP,2000,60,223.1830130340004
MarIn,2000,60,0.02154753299873846
FedAvg,2000,60,2.758699883997906e-05
MarDecUn,2000,60,0.00033279700073762797
MarCo,2000,60,0.00034351499925833195
MarDec,2000,60,6.873585420000381
MarIn,2000,60,0.021726042999944184
(MC)2MKP,2000,60,222.26837071699993
MarIn,2000,80,0.022424937998948735
FedAvg,2000,80,1.4171000657370314e-05
MarCo,2000,80,0.00044238800001039635
MarDecUn,2000,80,0.0004156280010647606
(MC)2MKP,2000,80,286.35892306500136
MarDec,2000,80,12.095398436000323
MarDec,2000,80,12.154633972000738
MarCo,2000,80,0.00045271500130183995
FedAvg,2000,80,1.4583998563466594e-05
(MC)2MKP,2000,80,286.6713297749993
MarIn,2000,80,0.0222844880008779
MarDecUn,2000,80,0.0004287629999453202
(MC)2MKP,2000,80,287.0308216760004
MarDec,2000,80,12.18272471399905
MarIn,2000,80,0.022262082999077393
MarCo,2000,80,0.000450904999524937
FedAvg,2000,80,1.444000008632429e-05
MarDecUn,2000,80,0.00041493200114928186
MarDecUn,2000,80,0.0004178439994575456
MarIn,2000,80,0.02191015099924698
MarCo,2000,80,0.00043641699994623195
MarDec,2000,80,12.12974181500067
(MC)2MKP,2000,80,289.3306533619998
FedAvg,2000,80,1.5768000594107434e-05
FedAvg,2000,80,1.2382999557303265e-05
MarDecUn,2000,80,0.0004703819995484082
MarIn,2000,80,0.022420033001253614
(MC)2MKP,2000,80,288.42174585499924
MarCo,2000,80,0.0004939039990858873
MarDec,2000,80,12.17819652399885
MarDec,2000,80,12.116051349999907
